slope_angle_deg,factor_of_safety,green_index,rainfall_mm_day,pore_pressure_kpa,risk_score
41.73,0.88,0.28,19.9,8.04,0.25
27.57,1.23,0.54,14.46,3.63,0.18
34.83,0.75,0.57,2.19,30.05,0.21
35.01,2.2,0.55,5.0,23.38,0.18
28.11,1.16,0.51,2.33,13.65,0.19
31.27,0.78,0.69,5.36,46.24,0.19
53.49,0.86,0.19,12.44,49.57,0.31
43.42,0.97,0.5,69.01,41.74,0.3
45.66,1.85,0.36,3.57,13.26,0.23
32.58,2.15,0.69,3.6,25.05,0.15
32.74,1.56,0.28,12.66,0.0,0.18
50.01,1.76,0.77,4.28,1.78,0.21
64.92,0.8,0.63,9.66,13.79,0.32
39.66,1.11,0.05,7.51,23.48,0.24
48.64,1.49,0.14,13.53,19.76,0.25
34.91,1.48,0.24,1.28,50.67,0.22
33.3,1.22,0.84,26.35,12.18,0.19
60.28,1.06,0.48,16.31,0.0,0.3
21.5,1.82,0.77,3.55,23.74,0.11
26.17,1.54,0.72,37.25,51.69,0.18
53.46,0.7,0.66,15.37,30.39,0.31
27.01,0.31,0.44,25.99,0.0,0.19
41.35,0.83,0.24,23.1,13.44,0.27
29.57,1.32,0.63,72.09,50.87,0.23
37.12,1.06,0.3,23.22,7.6,0.21
30.33,2.03,0.24,12.18,14.01,0.16
23.68,1.68,0.53,10.63,9.67,0.13
27.49,1.72,0.73,0.66,6.15,0.14
13.91,1.35,0.76,34.75,9.33,0.12
42.41,2.28,0.58,4.48,46.29,0.19
36.43,1.52,0.32,75.34,29.71,0.27
30.56,1.28,0.53,9.15,3.15,0.17
23.63,1.29,0.67,6.93,10.48,0.13
27.61,0.99,0.33,13.28,16.73,0.19
10.91,1.37,0.66,51.71,0.78,0.11
36.91,1.12,0.32,7.22,39.05,0.22
25.53,1.03,0.45,8.42,25.96,0.18
50.72,1.46,0.21,16.05,10.44,0.27
48.73,1.42,0.24,3.1,35.75,0.27
19.71,1.66,0.44,35.62,17.63,0.16
7.64,1.62,0.35,0.63,0.0,0.08
18.57,2.18,0.58,7.08,12.97,0.1
33.39,1.71,0.42,21.08,31.6,0.2
40.13,1.72,0.68,7.21,9.95,0.17
36.72,1.56,0.24,6.73,28.05,0.22
45.08,1.96,0.55,24.45,0.0,0.23
20.5,0.93,0.28,27.18,0.0,0.17
25.16,1.47,0.67,9.84,23.03,0.15
63.17,1.49,0.09,7.79,28.6,0.29
36.61,1.28,0.23,2.95,22.08,0.2
38.06,1.1,0.46,27.8,2.11,0.25
51.76,1.0,0.38,15.63,16.37,0.28
44.18,0.3,0.39,8.87,59.56,0.26
23.83,1.93,0.54,38.76,0.0,0.15
30.6,1.45,0.72,66.9,32.54,0.2
50.7,1.55,0.95,29.22,27.89,0.22
36.17,1.37,0.65,11.07,59.37,0.24
29.16,1.06,0.03,31.75,0.0,0.2
32.55,1.78,0.85,7.24,20.7,0.18
37.76,0.34,0.39,23.93,19.82,0.26
56.57,1.76,0.26,20.79,6.01,0.27
36.89,1.08,0.06,18.11,22.06,0.23
58.16,1.54,0.61,4.06,20.1,0.26
40.77,1.47,0.65,17.0,9.38,0.18
23.99,2.17,0.58,9.05,29.81,0.13
8.4,1.84,0.12,22.94,32.56,0.13
38.1,1.15,0.14,30.58,27.01,0.26
24.94,1.16,0.25,5.2,35.38,0.18
24.68,1.65,0.3,1.68,39.53,0.16
35.99,1.02,0.75,21.55,25.53,0.21
32.7,1.06,0.51,4.9,17.51,0.18
40.78,1.5,0.48,2.22,27.75,0.23
69.83,1.59,0.23,3.64,11.35,0.33
50.95,1.73,0.23,3.76,18.06,0.23
45.4,1.21,0.19,10.4,0.0,0.24
45.59,1.08,0.71,14.58,42.3,0.25
42.45,1.35,0.61,8.02,10.12,0.22
27.06,1.01,0.68,33.62,9.08,0.17
29.15,0.61,0.63,26.84,29.12,0.21
35.83,1.19,0.41,1.73,17.73,0.19
53.33,0.77,0.91,19.04,33.62,0.27
24.75,1.07,0.37,0.39,54.13,0.18
26.49,0.79,0.75,8.31,0.0,0.15
39.34,1.14,0.79,37.63,0.0,0.22
44.39,1.69,0.51,19.76,35.45,0.23
48.62,1.8,0.7,19.39,4.56,0.23
40.75,1.71,0.29,6.68,0.0,0.2
22.26,1.14,0.73,7.94,13.3,0.13
54.25,1.96,0.77,20.58,27.38,0.24
19.26,1.16,0.51,30.93,13.59,0.15
43.83,0.91,0.89,17.17,15.25,0.23
42.81,1.02,0.16,2.47,0.0,0.23
49.87,1.93,0.46,1.09,34.56,0.27
43.0,1.22,0.46,10.59,7.27,0.23
41.04,1.7,0.45,32.52,19.88,0.24
25.85,1.0,0.82,6.45,78.45,0.19
40.43,1.31,0.82,11.39,17.42,0.21
33.91,1.24,0.31,28.69,39.01,0.21
43.52,1.2,0.83,0.12,31.5,0.21
31.57,1.49,0.44,16.45,31.06,0.21
5.73,2.11,0.8,7.6,15.66,0.04
35.6,0.47,0.38,11.38,47.16,0.23
23.88,1.06,0.15,45.36,41.73,0.21
44.47,1.58,0.52,17.64,47.32,0.25
12.84,2.03,0.12,16.23,26.0,0.12
6.68,0.63,0.72,3.86,19.99,0.1
34.17,1.13,0.81,6.56,18.96,0.18
54.95,2.0,0.43,12.24,0.0,0.23
31.36,1.55,0.75,6.81,31.97,0.16
28.4,1.32,0.71,1.79,56.26,0.17
58.67,1.52,0.17,13.01,66.32,0.31
43.18,0.69,0.29,29.99,0.0,0.26
52.57,1.64,0.41,0.91,27.65,0.24
46.62,1.47,0.87,7.92,58.95,0.24
30.67,1.23,0.78,17.03,9.33,0.17
21.1,1.08,0.51,13.05,31.47,0.16
31.05,1.01,0.59,12.33,8.21,0.18
19.07,0.92,0.63,6.52,36.66,0.14
24.37,1.55,0.27,34.07,24.42,0.18
24.11,1.95,0.29,4.81,0.0,0.14
39.27,1.04,0.73,12.58,0.0,0.19
27.83,2.01,0.22,1.52,32.51,0.16
52.73,0.64,0.42,8.15,8.32,0.27
37.42,0.96,0.88,34.53,1.43,0.22
36.52,1.2,0.14,19.21,25.42,0.23
46.28,2.27,0.32,54.89,18.5,0.25
24.04,1.1,0.67,25.48,0.0,0.15
61.41,1.47,0.63,6.05,25.78,0.3
33.22,1.33,0.71,1.6,4.26,0.14
17.37,0.97,0.51,0.61,20.69,0.14
33.12,1.45,0.82,9.75,23.41,0.17
33.33,1.23,0.27,41.79,0.5,0.21
51.08,1.78,0.68,2.84,34.84,0.22
34.42,1.75,0.41,1.0,5.11,0.18
30.31,1.49,0.72,4.25,16.09,0.15
38.56,1.3,0.62,14.9,0.0,0.2
38.28,1.54,0.75,3.2,20.71,0.19
41.82,1.03,0.67,1.6,0.0,0.22
24.23,1.64,0.59,29.54,20.5,0.17
45.02,1.47,0.24,10.94,13.73,0.23
35.93,1.06,0.83,10.24,23.23,0.2
46.28,0.95,0.6,41.37,0.42,0.28
30.82,0.97,0.42,16.33,32.38,0.2
51.02,1.68,0.14,9.53,59.02,0.28
32.31,1.79,0.86,3.1,61.91,0.17
22.15,1.33,0.46,16.19,44.33,0.17
38.34,0.84,0.71,1.81,28.77,0.21
23.79,0.73,0.47,13.37,42.52,0.19
34.67,0.93,0.42,8.26,16.93,0.19
45.68,1.28,0.69,7.89,0.0,0.2
23.06,1.01,0.76,8.24,38.07,0.16
44.81,1.09,0.59,32.11,9.5,0.23
30.45,1.76,0.52,22.65,25.21,0.19
29.98,1.62,0.55,1.37,38.83,0.18
20.64,1.58,0.8,1.87,16.46,0.1
44.25,1.0,0.61,33.16,0.0,0.23
36.89,1.13,0.31,36.88,38.8,0.23
31.93,3.44,0.48,4.72,35.81,0.19
31.43,0.69,0.51,3.58,11.35,0.2
19.82,2.06,0.85,8.0,52.86,0.12
43.69,1.43,0.47,12.59,4.0,0.22
30.33,1.62,0.43,7.2,0.0,0.15
19.94,1.3,0.37,13.99,23.5,0.16
28.88,1.09,0.72,7.36,5.05,0.17
49.18,0.95,0.49,5.02,12.61,0.25
42.77,1.39,0.75,9.47,85.97,0.25
44.64,0.66,0.41,31.73,26.29,0.33
35.85,1.69,0.77,11.98,7.01,0.18
32.46,0.99,0.51,6.68,1.41,0.18
44.12,1.8,0.47,2.56,28.82,0.22
46.38,1.15,0.5,8.1,43.67,0.28
57.43,2.49,0.3,27.02,29.34,0.25
12.11,2.1,0.24,12.13,47.73,0.12
36.38,1.71,0.24,5.43,63.45,0.22
27.4,1.5,0.83,5.78,19.36,0.14
45.19,1.76,0.26,2.02,22.68,0.23
56.83,1.42,0.56,3.48,51.06,0.28
34.12,0.59,0.22,4.51,52.26,0.25
57.45,1.74,0.98,21.54,46.58,0.26
36.64,1.4,0.71,10.15,26.13,0.18
34.49,1.26,0.28,6.36,0.24,0.2
30.04,1.81,0.19,8.97,50.25,0.19
33.37,1.35,0.58,6.38,33.67,0.19
49.0,1.03,0.19,2.14,21.04,0.27
47.21,0.93,0.39,4.29,53.32,0.27
26.58,1.34,0.59,7.75,5.75,0.15
54.74,1.57,0.22,22.01,0.0,0.27
5.71,2.09,0.19,6.58,24.0,0.08
24.08,2.19,0.25,11.08,24.55,0.16
45.07,0.8,0.13,18.04,16.36,0.27
29.11,1.69,0.86,6.68,0.0,0.15
41.06,1.65,0.47,16.88,10.2,0.2
37.51,1.29,0.7,4.54,22.0,0.2
42.66,1.67,0.16,3.95,24.85,0.22
43.01,1.37,0.16,7.91,49.37,0.25
24.39,1.41,0.58,0.58,47.76,0.15
34.42,1.4,0.5,25.86,20.48,0.2
27.19,0.79,0.54,7.08,1.4,0.17
34.23,0.87,0.69,14.45,23.99,0.19
37.3,0.71,0.41,32.9,23.33,0.24
21.22,0.76,0.41,20.58,8.2,0.17
34.8,1.07,0.62,10.21,26.44,0.2
28.8,1.55,0.73,12.09,32.88,0.16
22.79,1.4,0.18,1.11,0.0,0.14
35.2,1.33,0.27,10.59,25.66,0.21
55.19,2.27,0.84,10.39,43.71,0.23
64.74,1.75,0.26,7.14,24.16,0.3
25.41,0.98,0.67,3.76,7.73,0.15
43.02,1.3,0.3,13.16,22.91,0.23
40.91,1.82,0.81,14.14,6.0,0.18
59.85,1.29,0.14,12.08,63.0,0.3
40.7,1.22,0.43,6.24,0.83,0.21
40.5,1.35,0.39,3.71,64.85,0.25
22.93,0.3,0.23,14.17,36.55,0.2
45.6,0.95,0.83,15.67,28.98,0.25
10.15,0.69,0.27,4.62,30.04,0.14
31.71,1.55,0.36,3.56,7.08,0.18
27.7,1.9,0.84,26.36,3.17,0.14
36.77,1.01,0.2,26.23,10.77,0.22
16.58,1.51,0.67,23.41,24.09,0.13
25.93,0.82,0.26,30.39,39.4,0.22
67.47,1.35,0.39,1.21,0.0,0.29
46.01,1.47,0.34,19.14,2.94,0.21
27.53,1.63,0.8,0.41,43.62,0.15
37.03,1.1,0.38,3.07,15.14,0.21
25.52,1.05,0.52,9.7,50.77,0.19
33.37,1.44,0.84,17.64,27.22,0.17
38.52,2.75,0.2,15.96,13.1,0.18
15.63,0.76,0.42,26.31,0.0,0.17
23.82,1.08,0.69,6.84,0.0,0.15
21.77,1.01,0.42,2.18,37.33,0.18
36.02,1.61,0.63,2.75,0.0,0.16
44.64,1.4,0.39,6.12,24.15,0.22
21.16,1.42,0.21,2.31,47.61,0.18
32.71,1.51,0.7,41.48,27.2,0.21
26.1,1.1,0.18,7.86,0.0,0.17
48.62,1.19,0.33,13.43,7.61,0.25
39.96,1.55,0.44,21.3,26.55,0.22
40.62,1.52,0.45,6.68,16.53,0.21
34.64,1.68,0.98,41.62,42.73,0.19
56.17,1.36,0.64,1.34,5.92,0.24
33.47,0.94,0.29,25.86,0.0,0.21
30.46,1.22,0.38,3.54,33.3,0.19
33.95,1.43,0.71,9.07,41.81,0.19
16.88,1.25,0.11,10.08,19.73,0.14
35.89,0.68,0.06,25.11,33.7,0.25
41.86,2.24,0.89,43.52,1.48,0.18
37.88,1.3,0.89,47.39,0.0,0.23
56.96,1.7,0.6,0.65,19.47,0.25
23.15,1.49,0.13,19.65,15.07,0.17
21.69,1.36,0.37,37.27,0.0,0.17
53.25,1.14,0.61,14.76,0.0,0.24
33.04,0.36,0.64,3.37,29.27,0.19
24.15,1.31,0.55,6.62,62.4,0.17
47.27,0.94,0.33,15.84,2.97,0.26
24.83,1.63,0.21,13.12,0.0,0.17
9.87,1.16,0.48,33.23,50.37,0.14
40.71,1.25,0.39,20.21,41.25,0.26
33.38,1.5,0.27,13.42,0.0,0.19
28.15,0.75,0.89,61.85,19.84,0.2
44.63,0.86,0.39,7.54,7.62,0.26
38.78,1.74,0.59,22.94,46.34,0.22
3.0,1.26,0.6,4.3,0.0,0.07
26.41,1.54,0.64,2.51,38.39,0.15
12.95,1.07,0.14,0.53,67.56,0.15
1.95,1.81,0.74,6.0,33.95,0.08
57.72,0.88,0.29,35.78,0.43,0.3
29.84,1.74,0.62,5.23,2.83,0.14
39.84,2.31,0.7,3.57,59.4,0.19
47.22,1.46,0.63,17.89,43.79,0.23
26.85,1.13,0.99,2.03,23.17,0.16
14.79,0.76,0.5,9.33,43.52,0.15
12.18,1.07,0.22,15.31,23.15,0.13
50.42,1.82,0.74,5.15,11.58,0.21
38.33,0.92,0.63,9.75,13.2,0.21
24.21,0.96,0.55,17.24,20.36,0.17
47.91,1.23,0.58,67.14,2.65,0.29
22.73,1.54,0.59,13.19,14.46,0.13
60.46,2.23,0.76,9.78,35.62,0.26
51.07,1.87,0.63,24.81,0.0,0.23
27.33,0.49,0.18,0.96,28.1,0.19
36.29,1.51,0.62,1.61,52.69,0.2
39.38,1.3,0.68,21.13,2.24,0.21
24.48,2.0,0.59,23.88,67.47,0.17
35.97,1.73,0.34,37.41,35.62,0.24
21.5,1.93,0.18,22.46,50.69,0.23
37.22,1.48,0.97,3.32,0.0,0.14
27.23,1.21,0.63,8.76,38.26,0.17
52.12,1.3,0.62,11.82,14.21,0.27
39.9,1.06,0.11,17.04,31.38,0.25
45.45,1.5,0.85,9.85,0.56,0.18
53.3,1.84,0.69,7.39,0.0,0.22
31.96,1.0,0.75,20.63,47.33,0.2
41.15,1.53,0.7,16.23,0.0,0.2
29.09,1.25,0.73,18.26,40.55,0.19
43.17,1.39,0.65,9.37,61.98,0.24
39.74,1.58,0.53,0.79,70.24,0.21
55.69,1.98,0.33,33.33,18.26,0.26
38.51,0.99,0.92,3.35,14.27,0.19
34.36,1.97,0.4,3.75,21.19,0.19
23.82,1.78,1.01,8.39,65.08,0.14
15.77,2.22,0.33,11.57,0.0,0.1
43.57,1.3,0.75,8.16,24.48,0.21
10.42,1.76,0.45,3.23,0.0,0.07
31.26,1.59,0.51,13.47,43.37,0.18
34.41,1.85,0.4,14.5,21.72,0.18
25.82,0.91,0.49,10.81,0.0,0.16
28.94,1.1,0.47,3.44,49.32,0.19
25.65,1.3,0.18,21.71,6.55,0.17
47.35,2.08,0.78,11.1,11.24,0.21
44.56,2.24,0.94,16.77,13.93,0.18
40.01,1.18,0.62,2.68,27.76,0.22
28.92,1.08,1.01,1.36,37.26,0.19
6.24,1.33,0.82,1.74,7.16,0.06
49.56,2.55,0.68,10.11,23.83,0.22
34.92,1.01,0.37,27.56,22.85,0.23
46.98,1.33,0.38,47.64,47.75,0.3
46.63,2.58,0.63,8.97,3.45,0.18
29.31,1.71,0.28,7.98,48.57,0.18
20.84,1.4,0.56,19.04,8.14,0.14
28.29,1.25,0.59,2.97,42.08,0.18
47.37,0.29,0.5,19.85,24.71,0.3
29.74,0.88,0.63,29.21,0.0,0.19
15.59,2.17,0.19,30.62,0.0,0.11
26.66,1.76,0.64,12.66,17.41,0.14
36.54,1.6,0.46,14.05,71.89,0.23
46.67,0.94,0.63,22.05,20.34,0.27
35.85,1.55,0.59,7.59,28.78,0.17
36.27,1.2,0.81,15.13,12.92,0.19
32.89,2.28,0.17,4.32,29.26,0.17
43.85,1.23,0.23,7.58,34.23,0.24
18.24,0.6,0.92,11.93,4.61,0.14
47.98,0.98,0.51,1.04,15.99,0.23
52.95,1.65,0.69,7.41,8.24,0.23
14.16,0.72,0.68,8.73,51.09,0.14
18.69,1.5,0.33,11.72,67.62,0.17
53.67,1.24,0.68,2.04,24.5,0.25
10.97,1.62,0.54,4.02,0.0,0.09
32.07,1.75,0.77,11.92,50.71,0.18
43.45,1.22,0.33,4.56,43.53,0.25
22.98,0.94,0.49,31.84,9.07,0.18
11.96,2.16,0.78,27.29,0.0,0.07
48.13,0.3,0.94,11.94,0.0,0.23
29.82,1.01,0.65,34.7,64.92,0.22
49.31,1.63,0.73,17.07,71.38,0.25
55.13,0.35,0.55,9.85,36.62,0.28
26.54,0.78,1.02,9.31,0.0,0.14
49.33,1.62,0.42,22.18,6.35,0.25
21.55,1.46,0.8,17.85,49.89,0.15
18.78,2.22,0.59,5.48,24.82,0.1
44.85,0.29,0.85,22.86,30.53,0.26
42.62,1.13,0.5,19.92,10.21,0.24
36.41,1.73,0.47,12.57,0.0,0.18
21.43,1.95,0.45,23.3,30.78,0.14
18.61,1.04,0.69,17.3,11.71,0.15
33.93,1.38,0.76,4.96,27.1,0.18
35.52,1.68,0.29,12.26,0.0,0.18
31.81,0.94,0.82,15.71,1.65,0.18
26.29,0.89,0.86,2.32,40.92,0.16
34.32,0.82,0.46,2.21,18.95,0.21
39.66,1.86,0.25,41.41,25.08,0.23
37.94,2.26,0.54,32.69,20.88,0.19
24.95,0.46,0.22,5.79,43.75,0.22
46.6,1.11,0.39,7.54,43.45,0.29
46.13,1.71,0.49,12.34,56.19,0.24
68.82,1.54,0.69,10.92,0.0,0.29
54.2,0.8,0.18,0.56,47.49,0.29
31.88,1.44,0.62,10.7,0.0,0.16
57.72,1.87,0.42,20.52,22.69,0.28
52.26,0.99,0.26,33.35,0.0,0.27
41.88,1.62,0.51,5.18,23.63,0.23
20.06,2.31,0.09,29.27,29.52,0.15
61.94,0.86,0.73,21.49,0.0,0.29
39.37,1.32,0.05,1.15,16.47,0.23
13.37,1.52,0.73,19.56,0.49,0.1
22.11,0.76,0.19,6.24,13.11,0.17
43.74,1.6,0.29,5.67,27.59,0.24
17.05,1.57,0.11,3.92,0.0,0.13
62.47,1.26,0.72,43.46,15.9,0.29
20.7,0.51,0.69,13.74,4.19,0.17
13.94,1.13,0.45,11.33,1.36,0.12
54.59,1.44,0.39,17.09,22.12,0.29
48.41,1.75,0.2,11.91,30.93,0.28
30.56,0.63,0.57,16.64,43.96,0.22
46.36,0.3,0.84,5.84,20.54,0.25
33.42,1.73,0.23,4.81,34.54,0.22
2.01,1.63,0.59,6.34,0.63,0.06
30.54,1.17,0.13,2.57,27.09,0.2
35.57,0.3,0.84,3.38,30.0,0.24
26.96,0.93,0.61,9.47,29.5,0.18
45.59,1.68,0.52,10.69,2.96,0.21
33.53,1.58,0.69,9.02,53.44,0.18
14.97,0.68,0.58,18.32,0.0,0.13
34.35,1.03,0.35,17.64,0.0,0.21
50.17,1.11,0.57,15.56,31.57,0.24
34.22,0.99,0.57,7.37,37.37,0.2
57.32,1.36,0.37,4.15,20.82,0.27
50.26,1.29,0.48,6.93,6.36,0.24
37.7,0.3,0.47,10.45,54.94,0.25
55.54,0.64,0.98,47.8,0.21,0.27
37.75,0.61,0.35,24.29,55.51,0.28
37.16,1.06,0.69,12.83,33.23,0.22
30.13,1.73,0.81,3.48,18.9,0.13
28.07,1.2,0.42,16.62,38.76,0.21
16.7,0.61,0.46,35.12,48.93,0.18
34.37,1.38,0.5,12.18,0.0,0.17
28.49,2.06,0.43,17.98,13.68,0.15
21.81,1.26,0.74,11.43,34.11,0.14
36.63,2.06,0.6,7.77,22.19,0.17
20.28,1.7,0.28,52.95,19.91,0.17
36.33,1.57,0.06,0.35,0.0,0.19
44.69,1.9,0.63,1.01,25.11,0.2
24.78,1.53,0.43,5.58,38.46,0.17
38.99,1.9,0.27,10.94,45.16,0.2
38.4,2.08,0.2,6.8,0.0,0.19
31.17,1.96,0.17,36.15,49.88,0.21
35.54,1.89,0.5,8.32,0.0,0.16
36.77,0.85,0.45,2.92,8.08,0.21
6.56,1.93,0.75,2.99,24.98,0.05
35.03,0.9,0.08,7.92,45.15,0.25
56.23,1.22,0.28,9.43,60.03,0.28
35.12,0.73,0.5,1.23,10.51,0.19
23.94,1.43,0.24,18.76,0.0,0.17
33.85,1.3,0.57,6.6,46.55,0.2
37.65,1.02,0.24,19.89,0.0,0.22
3.06,1.83,0.31,5.33,0.0,0.07
47.84,1.49,0.63,32.7,0.0,0.25
35.5,1.06,0.46,9.3,8.5,0.18
27.38,0.59,0.43,75.32,0.0,0.25
50.19,1.51,0.71,18.25,4.67,0.22
50.84,0.93,0.31,4.5,19.81,0.25
25.83,1.56,0.52,40.66,21.78,0.17
57.29,1.25,0.46,30.47,19.9,0.32
24.71,0.86,0.33,7.55,19.2,0.18
28.96,0.77,0.4,25.66,14.61,0.22
44.67,1.44,0.1,6.79,17.28,0.23
38.89,1.44,0.5,10.62,47.44,0.22
17.73,0.8,0.43,8.76,0.0,0.14
55.12,1.84,0.7,2.85,42.99,0.26
23.52,1.55,0.46,7.1,49.89,0.17
25.69,1.36,0.9,17.59,25.04,0.16
21.0,1.38,0.67,7.78,31.67,0.14
36.73,1.91,0.35,13.51,0.0,0.19
52.15,1.7,0.34,1.36,10.13,0.24
49.96,1.12,0.51,3.76,43.99,0.26
10.46,1.37,0.06,9.03,21.24,0.13
41.67,1.52,0.54,8.0,37.88,0.23
55.6,2.4,0.16,21.84,1.6,0.25
32.8,1.64,0.67,2.64,18.69,0.17
22.95,1.99,0.5,15.51,9.9,0.15
50.58,1.23,0.85,21.86,3.1,0.24
51.58,1.56,0.36,34.09,28.0,0.27
35.72,1.08,0.45,6.6,26.35,0.21
33.48,1.14,0.36,11.92,10.65,0.2
15.86,0.83,0.1,5.24,46.16,0.18
41.5,1.82,0.57,3.89,31.29,0.18
57.32,1.19,0.84,23.13,15.08,0.27
22.45,1.3,0.54,3.9,0.0,0.14
28.07,0.63,0.77,28.65,25.11,0.19
16.16,1.18,0.41,2.8,24.31,0.14
48.9,0.99,0.28,12.02,0.0,0.27
40.21,1.24,0.77,6.66,46.6,0.22
46.08,1.25,0.13,32.76,0.0,0.27
48.68,1.12,0.21,11.52,15.59,0.27
24.12,1.9,0.78,5.07,57.41,0.14
17.72,0.83,0.46,14.05,44.02,0.19
14.16,1.54,0.72,30.86,20.85,0.12
29.55,0.91,0.69,17.06,29.81,0.19
66.23,0.89,0.77,25.67,0.0,0.32
48.79,1.49,0.79,17.63,0.0,0.23
34.7,0.48,0.82,16.78,6.32,0.22
22.41,2.11,0.43,18.89,24.93,0.17
30.61,1.65,0.57,14.19,1.08,0.15
30.84,1.43,0.74,18.79,21.24,0.17
38.66,0.94,0.17,6.69,48.51,0.26
51.03,1.25,0.36,2.0,10.69,0.24
32.99,1.53,0.15,2.46,4.51,0.19
22.78,1.72,0.26,14.09,33.02,0.16
2.05,0.51,0.8,7.2,17.48,0.08
19.47,2.25,0.8,3.33,35.67,0.1
44.94,1.51,0.65,2.3,21.9,0.21
42.07,1.38,0.78,16.37,0.0,0.19
13.05,1.13,0.28,19.14,58.66,0.16
50.4,1.19,0.17,9.32,52.74,0.28
44.78,1.45,0.35,6.78,5.95,0.22
35.43,1.83,0.62,1.28,10.33,0.16
56.83,2.24,0.77,6.97,32.29,0.25
32.24,1.07,0.7,12.02,44.88,0.21
50.77,1.28,0.73,0.7,11.37,0.24
46.37,1.96,0.31,7.51,0.0,0.21
39.93,1.37,0.45,10.25,0.0,0.21
27.11,2.14,0.45,5.06,35.02,0.16
28.87,1.27,0.32,9.82,32.21,0.19
40.1,1.27,0.83,4.13,43.71,0.2
10.28,1.6,0.26,28.94,0.0,0.14
39.35,0.76,0.8,37.63,43.66,0.24
27.2,0.93,0.79,17.18,15.18,0.16
49.58,1.15,0.25,20.01,27.02,0.28
31.15,1.15,0.65,2.36,49.33,0.2
41.09,1.47,0.51,5.12,0.0,0.2
44.83,0.32,0.6,18.34,34.68,0.27
43.69,1.36,0.36,19.36,12.11,0.23
45.8,1.53,0.62,2.39,7.09,0.24
11.69,1.24,0.5,3.65,27.91,0.11
55.22,0.56,0.16,16.15,0.0,0.3
70.72,1.78,0.49,2.35,26.73,0.32
40.23,0.95,0.15,4.04,45.1,0.23
14.69,0.94,0.5,22.74,15.26,0.13
28.09,0.3,0.27,1.92,0.0,0.2
18.32,1.47,0.91,11.92,5.66,0.11
20.27,1.84,0.34,2.53,5.36,0.13
56.08,0.32,0.43,34.6,8.54,0.31
50.44,0.34,0.6,12.43,32.69,0.28
53.63,1.78,0.54,3.63,0.0,0.23
28.2,0.48,0.51,7.77,20.51,0.2
31.17,0.79,0.64,8.13,20.9,0.18
23.71,1.41,0.78,6.7,31.32,0.14
23.78,0.68,0.79,6.69,68.42,0.18
20.24,1.85,0.78,13.65,0.0,0.1
22.98,1.34,0.51,21.31,31.98,0.17
21.94,0.3,0.72,1.76,19.48,0.17
33.65,1.86,0.6,2.54,31.47,0.22
40.24,2.01,0.51,36.33,56.25,0.24
44.97,1.79,0.25,4.49,45.6,0.23
18.64,1.44,0.49,8.35,40.51,0.13
50.6,1.02,0.09,23.79,9.76,0.26
23.74,0.29,0.55,15.71,3.59,0.18
33.82,1.5,0.29,1.92,34.65,0.22
43.36,1.58,0.67,2.72,2.07,0.21
49.85,1.39,0.11,1.14,36.69,0.27
30.98,1.34,0.4,8.81,21.51,0.19
50.39,0.86,0.05,14.89,41.35,0.3
34.17,1.02,0.59,5.93,52.17,0.2
36.33,0.91,0.4,12.36,32.79,0.23
42.98,1.63,0.85,7.91,17.02,0.21
33.92,0.86,0.28,21.13,11.3,0.22
39.81,1.38,0.19,1.76,28.59,0.22
12.54,0.76,0.32,2.89,23.2,0.14
16.33,1.99,0.31,2.72,22.62,0.11
39.04,1.2,0.89,6.46,61.76,0.22
65.44,2.23,0.5,24.24,55.15,0.3
32.94,1.04,0.29,0.53,40.32,0.21
28.38,1.05,0.52,11.02,29.48,0.19
33.06,1.78,0.71,1.7,14.5,0.16
35.63,1.45,0.69,9.24,18.9,0.18
36.41,1.81,0.74,1.98,13.03,0.19
47.12,2.15,0.3,7.69,26.38,0.21
53.04,2.0,0.25,18.37,0.0,0.24
47.31,1.34,0.77,4.88,39.81,0.23
43.66,1.65,0.42,16.92,46.44,0.25
54.52,1.3,0.49,14.96,0.0,0.23
23.11,2.3,0.24,4.79,35.56,0.17
24.69,1.55,0.26,23.61,17.82,0.17
1.98,1.37,0.4,10.06,0.0,0.08
42.12,0.61,0.48,22.78,11.91,0.28
32.43,0.91,0.37,13.27,5.98,0.2
34.81,1.34,0.54,7.12,48.69,0.2
39.62,1.29,0.25,27.45,0.42,0.23
15.35,1.52,0.63,9.0,13.09,0.12
62.58,1.33,0.5,1.98,5.99,0.29
43.56,0.65,0.52,1.15,40.25,0.24
52.58,1.82,0.46,16.84,0.0,0.24
28.68,0.81,0.1,1.59,11.41,0.19
32.55,1.54,0.34,19.21,28.84,0.2
26.87,1.56,0.85,20.34,16.03,0.14
38.19,1.84,0.57,10.62,13.43,0.18
12.71,1.64,0.59,12.6,8.46,0.14
40.01,2.07,0.83,11.32,0.0,0.17
31.29,1.14,0.47,1.6,8.91,0.17
47.14,1.58,0.89,8.64,44.24,0.23
21.98,2.09,0.38,16.24,13.66,0.13
52.15,0.89,0.46,7.68,17.45,0.26
38.95,1.8,0.47,31.52,60.54,0.24
22.17,1.94,0.46,1.54,32.96,0.12
47.46,2.16,0.78,8.32,0.0,0.18
30.64,1.23,0.41,13.49,17.89,0.18
29.95,1.57,0.45,8.37,0.0,0.16
48.13,1.54,0.39,5.06,25.67,0.24
37.37,1.1,0.71,3.61,14.71,0.2
40.03,0.85,0.64,5.45,9.53,0.2
43.55,1.28,0.48,34.62,57.76,0.26
